nombre_empresa,cuit,periodo_fiscal,empleados,ingresos,gastos,margen,deuda,activos,prestamos_solicitados,prestamos_aprobados,monto_solicitado,monto_aprobado,ticket_promedio_solicitado,ticket_promedio_aprobado,prestamos_cancelados,prestamos_vigentes,tiempo_cancelacion_prestamo,servicios_utilizados,transferencias,pagos,creditos,inversiones,trimestre_dias_actividad,trimestre_dias_inactividad,promedio_login_dia,total_login_dia,churn
Diaz Agropecuaria,20290467969,2025-Q3,374,75470338.75,55471264.03,19999074.72,15481055.55,108287928.91,2,0,10545666.84,0.0,5272833.42,4749658.81,0,0,90,1,1,0,0,0,34,56,5.0,170.0,0
Diaz Agropecuaria,20290467969,2025-Q4,374,76795087.25,55414356.69,21380730.56,14476424.21,96951172.44,0,0,0.0,0.0,7709371.46,7233905.16,0,0,0,0,0,0,0,0,47,43,9.0,423.0,0
Perez Construcciones,20335972393,2022-Q1,485,51415587.54,36015456.95,15400130.59,7088581.29,72958184.91,4,2,34195577.74,15007256.84,8548894.43,7503628.42,0,2,90,2,0,1,0,1,49,41,9.0,441.0,1
Perez Construcciones,20335972393,2022-Q2,485,50210005.96,29864598.37,20345407.59,6065711.96,68927825.39,4,3,17547208.77,12761853.32,4386802.19,4253951.11,2,1,60,1,0,1,0,0,73,17,4.0,292.0,0
Perez Construcciones,20335972393,2022-Q3,485,46415923.3,32923679.64,13492243.66,7699137.41,60328027.51,3,1,26175855.84,6271989.68,8725285.28,6271989.68,1,0,90,3,1,0,1,1,38,52,9.0,342.0,0
Perez Construcciones,20335972393,2022-Q4,485,52452415.98,32150987.64,20301428.34,6541767.11,71741405.39,5,2,35245073.75,13517466.64,7049014.75,6758733.32,0,2,60,3,1,1,0,1,73,17,6.0,438.0,0
Perez Construcciones,20335972393,2023-Q1,485,52293231.14,36094505.01,16198726.13,7766986.11,67861101.58,2,1,19391300.05,6468777.3,9695650.03,6468777.3,0,1,90,0,0,0,0,0,10,80,4.0,40.0,1
Perez Construcciones,20335972393,2023-Q2,485,51040305.09,33710957.93,17329347.16,6738660.43,65532596.52,5,4,20975769.05,12455754.62,4195153.81,3113938.65,4,0,60,2,0,1,0,1,81,9,4.0,324.0,0
Perez Construcciones,20335972393,2023-Q3,485,54018652.7,33423417.62,20595235.08,7630556.62,63921066.16,5,2,33493506.23,13895212.22,6698701.25,6947606.11,0,2,30,2,0,1,0,1,1,89,3.0,3.0,0
Perez Construcciones,20335972393,2023-Q4,485,50886835.7,32671747.05,18215088.65,8611933.21,68918393.8,1,0,5129185.05,0.0,5129185.05,3552420.6,0,0,90,1,0,0,0,1,16,74,6.0,96.0,0
Perez Construcciones,20335972393,2024-Q1,485,51652920.53,32387559.47,19265361.06,5854520.18,72716552.79,4,1,5437151.9,1000000.0,1359287.98,1000000.0,0,1,90,2,1,1,0,0,41,49,3.0,123.0,0
Perez Construcciones,20335972393,2024-Q2,485,50331618.22,29942268.4,20389349.82,7759246.72,62690923.64,0,0,0.0,0.0,5556927.77,4491691.48,0,0,0,1,0,0,0,1,14,76,1.0,14.0,1
Perez Construcciones,20335972393,2024-Q3,485,51605884.2,32758705.46,18847178.74,6709332.94,65678371.9,3,2,17422926.38,8842079.62,5807642.13,4421039.81,2,0,60,2,0,1,1,0,22,68,10.0,220.0,0
Perez Construcciones,20335972393,2024-Q4,485,55956556.53,29863750.22,26092806.31,7076492.18,69410656.78,1,0,7097477.64,0.0,7097477.64,4748941.35,0,0,30,2,0,1,0,1,83,7,1.0,83.0,0
Perez Construcciones,20335972393,2025-Q1,485,52759784.65,31131353.83,21628430.82,7388342.63,67794276.07,0,0,0.0,0.0,6198069.64,6363463.45,0,0,0,2,0,0,1,1,48,42,7.0,336.0,0
Perez Construcciones,20335972393,2025-Q2,485,48989571.11,35577231.14,13412339.97,7058340.11,67970468.79,5,2,20791496.02,6313957.84,4158299.2,3156978.92,2,0,60,2,1,0,0,1,72,18,2.0,144.0,0
Perez Construcciones,20335972393,2025-Q3,485,47174408.29,29740748.24,17433660.05,6747823.04,60187208.07,2,0,6880636.17,0.0,3440318.08,3282220.39,0,0,30,1,0,0,1,0,67,23,9.0,603.0,0
Perez Construcciones,20335972393,2025-Q4,485,47850479.13,34095403.37,13755075.76,6248785.23,66690128.43,3,2,17521622.62,12808800.14,5840540.87,6404400.07,0,2,30,2,0,0,1,1,53,37,6.0,318.0,0
Vega Construcciones,20368610454,2022-Q1,259,36324985.78,23312859.77,13012126.01,31519169.8,69527318.36,5,2,37703174.57,16468155.7,7540634.91,8234077.85,2,0,60,1,1,0,0,0,9,81,4.0,36.0,0
Vega Construcciones,20368610454,2022-Q2,259,34000275.46,26450983.74,7549291.72,31073113.93,67678458.94,0,0,0.0,0.0,7565451.33,6562514.75,0,0,0,2,1,0,0,1,87,3,1.0,87.0,0
Vega Construcciones,20368610454,2022-Q3,259,35024109.61,24384751.19,10639358.42,22426231.36,70118071.09,3,2,8200122.8,5529744.01,2733374.27,2764872.01,0,2,60,3,0,1,1,1,73,17,3.0,219.0,1
Vega Construcciones,20368610454,2022-Q4,259,36701171.55,23495616.16,13205555.39,28860008.72,70079719.57,5,4,8591166.29,7534567.83,1718233.26,1883641.96,0,4,90,1,0,1,0,0,5,85,1.0,5.0,0
Vega Construcciones,20368610454,2023-Q1,259,31303838.79,26725275.38,4578563.41,29064562.67,68215528.62,2,1,10517932.36,4393515.72,5258966.18,4393515.72,1,0,90,2,1,1,0,0,66,24,8.0,528.0,1
Vega Construcciones,20368610454,2023-Q2,259,33673027.71,23794431.06,9878596.65,24747650.65,71500957.5,3,2,21860418.26,9904132.04,7286806.09,4952066.02,1,1,60,1,0,0,1,0,74,16,10.0,740.0,0
Vega Construcciones,20368610454,2023-Q3,259,35036677.33,24265781.84,10770895.49,26140405.73,80577537.74,5,3,8331043.3,5398269.62,1666208.66,1799423.21,3,0,30,3,1,0,1,1,87,3,9.0,783.0,0
Vega Construcciones,20368610454,2023-Q4,259,30855905.17,27024664.81,3831240.36,29274376.64,76344855.2,5,3,33346523.78,18551688.81,6669304.76,6183896.27,0,3,60,2,1,1,0,0,21,69,3.0,63.0,0
Vega Construcciones,20368610454,2024-Q1,259,34230746.69,25246786.64,8983960.05,23233702.25,68892181.77,0,0,0.0,0.0,5135154.11,5081552.17,0,0,0,3,1,1,0,1,24,66,9.0,216.0,0
Vega Construcciones,20368610454,2024-Q2,259,33674510.89,22615899.69,11058611.2,27454317.23,77584084.2,0,0,0.0,0.0,5827025.76,5307275.34,0,0,0,1,0,0,0,1,34,56,1.0,34.0,0
Vega Construcciones,20368610454,2024-Q3,259,32795415.49,22220736.03,10574679.46,26998736.42,71600691.58,0,0,0.0,0.0,6752451.1,6624249.85,0,0,0,2,0,0,1,1,81,9,3.0,243.0,0
Vega Construcciones,20368610454,2024-Q4,259,32409942.41,26475329.47,5934612.94,26662731.06,72224514.58,5,2,29940091.44,9618750.59,5988018.29,4809375.29,2,0,60,1,0,0,0,1,2,88,3.0,6.0,0
Vega Construcciones,20368610454,2025-Q1,259,34676643.58,25298297.8,9378345.78,30507428.02,69934713.01,2,0,7724915.61,0.0,3862457.8,4246432.04,0,0,30,2,1,1,0,0,24,66,4.0,96.0,0
Vega Construcciones,20368610454,2025-Q2,259,32668551.26,23112765.07,9555786.19,25694809.82,77222321.7,3,2,15976407.24,8956868.27,5325469.08,4478434.13,1,1,90,0,0,0,0,0,89,1,1.0,89.0,0
Vega Construcciones,20368610454,2025-Q3,259,33978043.12,24913940.63,9064102.49,31367087.56,71620026.77,2,1,5707535.76,2139488.94,2853767.88,2139488.94,0,1,60,2,0,0,1,1,53,37,4.0,212.0,0
Vega Construcciones,20368610454,2025-Q4,259,31337765.24,25857245.41,5480519.83,28845041.84,81689021.66,2,1,6043881.01,2841802.95,3021940.51,2841802.95,1,0,90,2,0,0,1,1,40,50,8.0,320.0,0
Alvarez Industria S.A.,20398046596,2022-Q1,367,60812787.42,50510076.0,10302711.42,24103507.29,95767973.61,0,0,0.0,0.0,6971547.55,5002383.97,0,0,0,1,1,0,0,0,37,53,2.0,74.0,0
Alvarez Industria S.A.,20398046596,2022-Q2,367,54084911.37,52648971.4,1435939.97,26225321.0,81955910.67,1,0,5388531.24,0.0,5388531.24,5179863.61,0,0,90,1,0,1,0,0,53,37,8.0,424.0,0
Alvarez Industria S.A.,20398046596,2022-Q3,367,60978369.67,43324119.37,17654250.3,27832336.96,88810706.63,4,3,21513950.16,17606062.95,5378487.54,5868687.65,0,3,30,2,0,1,0,1,48,42,3.0,144.0,0
Alvarez Industria S.A.,20398046596,2022-Q4,367,55645034.9,50198298.24,5446736.66,22664980.15,79750719.32,5,3,29525027.9,15972069.36,5905005.58,5324023.12,3,0,30,2,1,0,0,1,47,43,7.0,329.0,0
Alvarez Industria S.A.,20398046596,2023-Q1,367,63184731.36,46955266.0,16229465.36,29520444.78,92705176.14,1,0,6956256.93,0.0,6956256.93,4623971.87,0,0,60,1,0,0,0,1,56,34,9.0,504.0,0
Alvarez Industria S.A.,20398046596,2023-Q2,367,56444793.34,47872590.25,8572203.09,23569329.91,81318734.44,1,0,6430440.46,0.0,6430440.46,5855545.18,0,0,60,1,1,0,0,0,40,50,5.0,200.0,1
Alvarez Industria S.A.,20398046596,2023-Q3,367,62329310.28,52270218.89,10059091.39,27971428.73,90300739.02,4,2,26843566.9,10468566.33,6710891.73,5234283.17,1,1,90,0,0,0,0,0,18,72,5.0,90.0,1
Alvarez Industria S.A.,20398046596,2023-Q4,367,59704456.93,46924576.23,12779880.7,21742216.65,81446673.57,0,0,0.0,0.0,5609778.38,5551879.05,0,0,0,2,1,1,0,0,83,7,3.0,249.0,0
Alvarez Industria S.A.,20398046596,2024-Q1,367,58743870.29,45150771.05,13593099.24,28946285.1,87848452.22,3,1,11402465.02,3105307.45,3800821.67,3105307.45,0,1,60,2,0,1,0,1,77,13,9.0,693.0,0
Alvarez Industria S.A.,20398046596,2024-Q2,367,57415261.03,43286649.48,14128611.55,25797234.31,89031100.56,2,0,11453070.33,0.0,5726535.17,4160840.17,0,0,30,0,0,0,0,0,81,9,1.0,81.0,0
Alvarez Industria S.A.,20398046596,2024-Q3,367,54542803.96,48201756.36,6341047.6,27921076.47,84019394.68,5,3,12694078.77,5856234.23,2538815.75,1952078.08,1,2,60,1,0,0,1,0,41,49,2.0,82.0,0
Alvarez Industria S.A.,20398046596,2024-Q4,367,57425793.01,52359665.56,5066127.45,24835304.86,96326548.44,5,4,5195939.65,4000000.0,1039187.93,1000000.0,0,4,30,2,1,0,0,1,77,13,9.0,693.0,0
Alvarez Industria S.A.,20398046596,2025-Q1,367,61815443.26,50382330.75,11433112.51,20476245.21,84847316.95,2,1,8569471.74,3747866.93,4284735.87,3747866.93,1,0,60,1,0,1,0,0,73,17,10.0,730.0,0
Alvarez Industria S.A.,20398046596,2025-Q2,367,61611238.45,46940211.17,14671027.28,25683274.76,87294513.21,5,3,35453472.02,15744365.47,7090694.4,5248121.82,2,1,30,2,1,0,1,0,55,35,4.0,220.0,0
Alvarez Industria S.A.,20398046596,2025-Q3,367,60153520.74,49661467.75,10492052.99,24047443.06,87363104.43,3,2,17867631.93,9889435.77,5955877.31,4944717.89,0,2,60,1,0,0,1,0,85,5,3.0,255.0,0
Alvarez Industria S.A.,20398046596,2025-Q4,367,59921980.45,43392183.04,16529797.41,27206976.09,87675135.51,4,2,30421681.5,16055094.95,7605420.38,8027547.47,2,0,30,0,0,0,0,0,37,53,4.0,148.0,0
Fernandez Servicios,20435913815,2022-Q1,220,46562818.71,41158691.75,5404126.96,517623.38,59910137.6,3,2,14036478.81,8772887.5,4678826.27,4386443.75,0,2,60,2,1,0,0,1,20,70,2.0,40.0,0
Fernandez Servicios,20435913815,2022-Q2,220,51151389.84,42041571.36,9109818.48,720064.45,56366328.75,0,0,0.0,0.0,5126456.79,4146600.67,0,0,0,2,1,1,0,0,57,33,3.0,171.0,0
Fernandez Servicios,20435913815,2022-Q3,220,52422692.14,40927078.78,11495613.36,531212.5,64218696.93,3,1,26018716.15,8714918.27,8672905.38,8714918.27,1,0,30,1,0,0,0,1,31,59,9.0,279.0,0
Fernandez Servicios,20435913815,2022-Q4,220,46905705.02,46281625.66,624079.36,537336.0,66684003.75,1,0,6502427.59,0.0,6502427.59,5026107.89,0,0,60,3,1,1,0,1,62,28,8.0,496.0,0
Fernandez Servicios,20435913815,2023-Q1,220,52503421.19,43337354.91,9166066.28,559179.78,67060143.54,2,1,22715103.9,8895269.54,11357551.95,8895269.54,1,0,60,3,1,1,1,0,85,5,3.0,255.0,1
Fernandez Servicios,20435913815,2023-Q2,220,49948448.5,39954522.73,9993925.77,530551.35,62767607.32,1,0,4930941.13,0.0,4930941.13,4764522.88,0,0,60,3,1,1,1,0,86,4,9.0,774.0,0
Fernandez Servicios,20435913815,2023-Q3,220,49170623.68,48273748.95,896874.73,681751.4,65153707.21,4,3,15986929.57,11059767.79,3996732.39,3686589.26,2,1,30,4,1,1,1,1,29,61,1.0,29.0,0
Fernandez Servicios,20435913815,2023-Q4,220,48508088.31,46279085.0,2229003.31,549772.38,66456390.12,5,4,50181105.57,32690922.89,10036221.11,8172730.72,0,4,30,0,0,0,0,0,46,44,3.0,138.0,0
Fernandez Servicios,20435913815,2024-Q1,220,47169347.06,45830095.53,1339251.53,731867.23,65532418.04,5,3,21061845.07,10083685.52,4212369.01,3361228.51,1,2,30,2,0,1,1,0,58,32,4.0,232.0,0
Fernandez Servicios,20435913815,2024-Q2,220,46289323.95,46426203.47,-136879.52,759778.71,67700517.41,2,1,9742513.42,5277150.19,4871256.71,5277150.19,1,0,60,2,1,0,0,1,84,6,6.0,504.0,0
Fernandez Servicios,20435913815,2024-Q3,220,52606434.38,43443329.44,9163104.94,616378.89,62496407.48,0,0,0.0,0.0,9260552.1,6898674.71,0,0,0,2,1,0,0,1,55,35,2.0,110.0,0
Fernandez Servicios,20435913815,2024-Q4,220,46484099.5,41213089.8,5271009.7,627105.87,57721605.23,2,0,7846828.2,0.0,3923414.1,3104973.37,0,0,90,0,0,0,0,0,77,13,5.0,385.0,0
Fernandez Servicios,20435913815,2025-Q1,220,46175585.99,40885707.87,5289878.12,762879.86,58880577.44,3,1,18780304.51,6648674.8,6260101.5,6648674.8,0,1,90,4,1,1,1,1,72,18,5.0,360.0,0
Fernandez Servicios,20435913815,2025-Q2,220,53597485.13,39879698.83,13717786.3,637325.41,58693700.44,2,0,14773448.04,0.0,7386724.02,4461395.47,0,0,30,1,1,0,0,0,66,24,9.0,594.0,0
Fernandez Servicios,20435913815,2025-Q3,220,53659988.96,41992755.4,11667233.56,576586.78,62913598.96,2,1,11869491.91,6508437.97,5934745.95,6508437.97,1,0,30,2,0,0,1,1,36,54,2.0,72.0,1
Fernandez Servicios,20435913815,2025-Q4,220,47345203.0,45376422.5,1968780.5,681316.36,61721734.37,2,1,9699128.64,4858007.52,4849564.32,4858007.52,0,1,30,3,1,1,1,0,72,18,3.0,216.0,0
Juarez Construcción S.A.,20465079526,2022-Q1,444,54262479.38,36618485.63,17643993.75,32571703.47,86834182.86,0,0,0.0,0.0,5325707.52,3504001.34,0,0,0,2,1,0,0,1,2,88,5.0,10.0,0
Juarez Construcción S.A.,20465079526,2022-Q2,444,47454029.66,33155544.57,14298485.09,26643633.93,82737640.99,0,0,0.0,0.0,5828939.2,5982755.12,0,0,0,2,0,1,0,1,24,66,8.0,192.0,0
Juarez Construcción S.A.,20465079526,2022-Q3,444,51294442.05,35052161.48,16242280.57,28893885.29,84051123.78,2,1,10310427.56,4832201.6,5155213.78,4832201.6,0,1,90,1,0,0,0,1,78,12,5.0,390.0,0
Juarez Construcción S.A.,20465079526,2022-Q4,444,54813582.5,37047867.25,17765715.25,33784992.61,88598575.11,2,1,14095859.24,5013215.33,7047929.62,5013215.33,0,1,90,3,1,1,0,1,43,47,1.0,43.0,0
Juarez Construcción S.A.,20465079526,2023-Q1,444,49963963.78,38722826.64,11241137.14,26967542.56,79578553.21,1,0,5621194.66,0.0,5621194.66,4064065.18,0,0,90,2,0,1,0,1,85,5,10.0,850.0,0
Juarez Construcción S.A.,20465079526,2023-Q2,444,50092682.03,37984978.68,12107703.35,35509406.14,88047240.52,1,0,6672598.43,0.0,6672598.43,5397067.98,0,0,60,3,1,0,1,1,48,42,1.0,48.0,1
Juarez Construcción S.A.,20465079526,2023-Q3,444,45488352.66,38570658.6,6917694.06,33569439.2,79057791.86,4,3,30030246.55,18792903.77,7507561.64,6264301.26,1,2,60,2,0,0,1,1,42,48,4.0,168.0,0
Juarez Construcción S.A.,20465079526,2023-Q4,444,46663963.95,32446684.47,14217279.48,26607829.91,93403467.74,0,0,0.0,0.0,5397497.65,3611181.74,0,0,0,1,0,0,0,1,32,58,8.0,256.0,0
Juarez Construcción S.A.,20465079526,2024-Q1,444,50275543.04,36800697.09,13474845.95,25331364.26,94818180.62,4,2,24481889.38,8580383.48,6120472.35,4290191.74,2,0,30,3,1,0,1,1,50,40,2.0,100.0,0
Juarez Construcción S.A.,20465079526,2024-Q2,444,52124511.62,33692845.05,18431666.57,32638767.94,89682285.01,2,1,13449164.1,4714957.66,6724582.05,4714957.66,0,1,90,2,1,0,1,0,41,49,2.0,82.0,0
Juarez Construcción S.A.,20465079526,2024-Q3,444,49449513.6,36885261.73,12564251.87,29503634.85,83841532.02,0,0,0.0,0.0,7720787.18,8161490.72,0,0,0,0,0,0,0,0,76,14,9.0,684.0,0
Juarez Construcción S.A.,20465079526,2024-Q4,444,48634028.84,38136334.75,10497694.09,31448340.83,86417864.2,2,1,11184436.16,3645333.2,5592218.08,3645333.2,1,0,60,2,1,0,1,0,69,21,4.0,276.0,0
Juarez Construcción S.A.,20465079526,2025-Q1,444,46403025.42,33710979.0,12692046.42,31795308.24,82959921.08,1,0,7978593.99,0.0,7978593.99,5135771.81,0,0,60,2,0,0,1,1,24,66,5.0,120.0,0
Juarez Construcción S.A.,20465079526,2025-Q2,444,51164270.84,35313696.29,15850574.55,36572087.64,87736358.48,3,2,16906037.92,7623874.57,5635345.97,3811937.29,2,0,60,3,1,1,0,1,15,75,7.0,105.0,0
Juarez Construcción S.A.,20465079526,2025-Q3,444,49579528.11,36535789.73,13043738.38,27499149.11,85732575.21,5,4,23149792.31,20318199.51,4629958.46,5079549.88,0,4,30,1,0,1,0,0,20,70,1.0,20.0,0
Juarez Construcción S.A.,20465079526,2025-Q4,444,54853585.23,38515259.62,16338325.61,36311252.74,91164837.97,1,0,5165852.4,0.0,5165852.4,3593248.09,0,0,60,1,0,0,1,0,66,24,2.0,132.0,0
Molina Gastronomía,20516895846,2022-Q1,115,60135006.34,38921304.48,21213701.86,16400093.63,81374196.05,5,4,12938402.35,10649746.53,2587680.47,2662436.63,4,0,30,1,1,0,0,0,24,66,8.0,192.0,0
Molina Gastronomía,20516895846,2022-Q2,115,58622640.14,39378578.97,19244061.17,24109130.52,83518924.36,4,1,32170302.11,6188335.39,8042575.53,6188335.39,0,1,90,2,1,0,1,0,63,27,5.0,315.0,0
Molina Gastronomía,20516895846,2022-Q3,115,53771466.41,41729389.07,12042077.34,19434941.72,92247647.44,0,0,0.0,0.0,5125946.48,3397257.14,0,0,0,2,0,1,1,0,75,15,2.0,150.0,0
Molina Gastronomía,20516895846,2022-Q4,115,59996793.53,41114250.38,18882543.15,22375821.63,93773512.83,0,0,0.0,0.0,4042545.27,3939009.29,0,0,0,1,0,1,0,0,83,7,6.0,498.0,0
Molina Gastronomía,20516895846,2023-Q1,115,56305815.57,41471161.95,14834653.62,21389998.3,91349907.14,1,0,6804397.83,0.0,6804397.83,6341819.73,0,0,60,2,0,1,0,1,12,78,7.0,84.0,0
Molina Gastronomía,20516895846,2023-Q2,115,52298922.62,37260952.87,15037969.75,16652935.03,86845878.89,5,4,35870140.05,17899620.59,7174028.01,4474905.15,2,2,60,4,1,1,1,1,62,28,5.0,310.0,0
Molina Gastronomía,20516895846,2023-Q3,115,55237409.73,40144655.43,15092754.3,21936080.67,82694759.74,2,1,15090458.65,7415833.51,7545229.33,7415833.51,1,0,30,3,1,0,1,1,64,26,5.0,320.0,0
Molina Gastronomía,20516895846,2023-Q4,115,63629624.33,38081215.99,25548408.34,20264356.6,95832359.47,1,0,4312907.87,0.0,4312907.87,3640429.77,0,0,90,4,1,1,1,1,81,9,2.0,162.0,1
Molina Gastronomía,20516895846,2024-Q1,115,59332728.75,43541009.44,15791719.31,24224396.65,96862482.78,4,3,21231482.36,14391388.97,5307870.59,4797129.66,2,1,60,1,0,0,1,0,27,63,7.0,189.0,0
Molina Gastronomía,20516895846,2024-Q2,115,55704661.11,38543755.75,17160905.36,17974476.39,93899893.03,0,0,0.0,0.0,5026745.73,5237577.89,0,0,0,1,0,1,0,0,87,3,3.0,261.0,1
Molina Gastronomía,20516895846,2024-Q3,115,58813322.08,38393034.67,20420287.41,23870330.21,90575760.31,1,0,4748847.27,0.0,4748847.27,5112595.9,0,0,90,3,1,0,1,1,71,19,8.0,568.0,0
Molina Gastronomía,20516895846,2024-Q4,115,52819017.38,40571816.0,12247201.38,20507243.3,80378449.58,3,1,13327177.03,2784294.34,4442392.34,2784294.34,0,1,30,4,1,1,1,1,3,87,5.0,15.0,0
Molina Gastronomía,20516895846,2025-Q1,115,52433464.09,42863395.57,9570068.52,17587277.09,85071203.76,3,2,9876034.58,6526941.83,3292011.53,3263470.91,1,1,60,2,1,0,1,0,66,24,1.0,66.0,0
Molina Gastronomía,20516895846,2025-Q2,115,63462076.63,43987966.43,19474110.2,19035943.67,83980018.44,0,0,0.0,0.0,1914261.32,1362730.65,0,0,0,2,1,0,1,0,34,56,7.0,238.0,0
Molina Gastronomía,20516895846,2025-Q3,115,61064597.14,38719270.87,22345326.27,20247476.55,91341231.36,2,1,8411294.23,3124937.55,4205647.12,3124937.55,1,0,30,2,0,1,1,0,59,31,2.0,118.0,0
Molina Gastronomía,20516895846,2025-Q4,115,62661621.04,37219839.73,25441781.31,21752400.72,84414021.76,5,2,12113446.16,4655183.0,2422689.23,2327591.5,1,1,60,2,0,1,0,1,82,8,9.0,738.0,0
ComerPlus SRL,20570957822,2022-Q1,367,67526571.2,61886876.68,5639694.52,15663174.26,95312594.21,4,1,19201271.4,2880665.48,4800317.85,2880665.48,0,1,60,2,1,0,1,0,48,42,6.0,288.0,0
ComerPlus SRL,20570957822,2022-Q2,367,67759917.23,66736151.09,1023766.14,13839815.75,96544949.16,0,0,0.0,0.0,9148559.72,7272457.89,0,0,0,2,1,0,0,1,66,24,2.0,132.0,0
ComerPlus SRL,20570957822,2022-Q3,367,70807375.97,62092936.44,8714439.53,13938209.26,92327228.83,5,3,26144327.98,12193399.07,5228865.6,4064466.36,0,3,30,2,1,1,0,0,89,1,7.0,623.0,0
ComerPlus SRL,20570957822,2022-Q4,367,68663876.11,62521677.51,6142198.6,14582856.49,92062742.55,1,0,8380098.36,0.0,8380098.36,7831954.34,0,0,90,1,0,0,1,0,25,65,3.0,75.0,0
ComerPlus SRL,20570957822,2023-Q1,367,76071487.3,57642897.61,18428589.69,12541604.14,96848451.61,0,0,0.0,0.0,6115803.82,4094279.74,0,0,0,3,1,1,0,1,87,3,3.0,261.0,0
ComerPlus SRL,20570957822,2023-Q2,367,72085211.26,55895213.7,16189997.56,13449349.45,92846309.26,2,0,10324110.73,0.0,5162055.37,4029493.73,0,0,60,2,0,1,0,1,15,75,9.0,135.0,0
ComerPlus SRL,20570957822,2023-Q3,367,71100672.33,61061050.21,10039622.12,13242720.16,94364417.43,1,0,2917244.8,0.0,2917244.8,3052782.3,0,0,90,4,1,1,1,1,20,70,3.0,60.0,0
ComerPlus SRL,20570957822,2023-Q4,367,66628103.63,62680750.89,3947352.74,12609804.01,80464793.25,3,2,25134201.65,15524833.58,8378067.22,7762416.79,0,2,30,3,0,1,1,1,18,72,10.0,180.0,0
ComerPlus SRL,20570957822,2024-Q1,367,72962337.54,62179738.25,10782599.29,14486281.51,87448619.04,1,0,3222993.06,0.0,3222993.06,2301301.79,0,0,30,3,0,1,1,1,74,16,6.0,444.0,0
ComerPlus SRL,20570957822,2024-Q2,367,75718708.7,66720616.61,8998092.09,14296573.6,90015282.29,0,0,0.0,0.0,5586145.01,4238681.16,0,0,0,2,1,0,1,0,85,5,8.0,680.0,0
ComerPlus SRL,20570957822,2024-Q3,367,64757734.98,59366079.16,5391655.82,12670101.92,86337920.17,0,0,0.0,0.0,7426646.66,5185722.2,0,0,0,3,0,1,1,1,79,11,1.0,79.0,0
ComerPlus SRL,20570957822,2024-Q4,367,70507915.67,66935619.91,3572295.76,12303802.66,82811718.32,4,2,17438546.89,7220865.65,4359636.72,3610432.83,1,1,30,1,0,0,0,1,29,61,2.0,58.0,0
ComerPlus SRL,20570957822,2025-Q1,367,72047336.11,56207766.71,15839569.4,11544456.69,83591792.8,0,0,0.0,0.0,7707425.49,5229921.1,0,0,0,3,1,1,0,1,83,7,9.0,747.0,0
ComerPlus SRL,20570957822,2025-Q2,367,72355122.29,64836666.82,7518455.47,15765082.39,93482599.68,4,3,17647008.47,9350899.14,4411752.12,3116966.38,2,1,30,1,0,0,0,1,8,82,5.0,40.0,1
ComerPlus SRL,20570957822,2025-Q3,367,66491804.71,67702147.25,-1210342.54,12980265.27,84702199.97,1,0,4827158.61,0.0,4827158.61,4522750.32,0,0,60,3,0,1,1,1,58,32,7.0,406.0,0
ComerPlus SRL,20570957822,2025-Q4,367,75296077.72,66928461.86,8367615.86,12035122.1,93666660.39,0,0,0.0,0.0,9741278.51,7109178.59,0,0,0,2,1,0,1,0,32,58,5.0,160.0,0
GastroSur SAS,20664545463,2022-Q1,128,60491052.61,45511187.91,14979864.7,12918105.86,88984746.29,3,2,21387504.68,15121697.71,7129168.23,7560848.86,0,2,90,2,1,1,0,0,24,66,6.0,144.0,0
GastroSur SAS,20664545463,2022-Q2,128,58734747.11,47710748.22,11023998.89,15830353.56,98811114.2,0,0,0.0,0.0,3576992.22,2280432.39,0,0,0,0,0,0,0,0,25,65,10.0,250.0,0
GastroSur SAS,20664545463,2022-Q3,128,69661939.35,51201232.71,18460706.64,13797821.14,105342377.94,1,0,4815561.67,0.0,4815561.67,3831094.0,0,0,30,2,0,1,0,1,41,49,1.0,41.0,0
GastroSur SAS,20664545463,2022-Q4,128,60772515.43,46464929.09,14307586.34,13754100.59,93126257.95,4,3,9428664.29,7440314.7,2357166.07,2480104.9,0,3,30,3,0,1,1,1,43,47,6.0,258.0,0
GastroSur SAS,20664545463,2023-Q1,128,67885482.37,45265402.95,22620079.42,13017640.93,103650425.63,1,0,6882151.36,0.0,6882151.36,6615152.09,0,0,90,3,0,1,1,1,53,37,4.0,212.0,1
GastroSur SAS,20664545463,2023-Q2,128,59528237.46,50600932.84,8927304.62,14624030.32,94279755.72,5,3,29093937.17,11697406.48,5818787.43,3899135.49,2,1,90,2,0,0,1,1,20,70,1.0,20.0,0
GastroSur SAS,20664545463,2023-Q3,128,62580750.48,52611857.42,9968893.06,13412086.27,96724928.29,0,0,0.0,0.0,2707531.38,2699739.1,0,0,0,1,0,0,0,1,11,79,2.0,22.0,0
GastroSur SAS,20664545463,2023-Q4,128,59075167.05,50085759.02,8989408.03,15189925.94,89939319.63,1,0,5372085.5,0.0,5372085.5,4718324.88,0,0,90,1,0,0,1,0,90,0,6.0,540.0,0
GastroSur SAS,20664545463,2024-Q1,128,69584954.38,52300481.34,17284473.04,13046885.69,99997222.93,0,0,0.0,0.0,6496373.19,5939231.87,0,0,0,2,0,0,1,1,64,26,2.0,128.0,0
GastroSur SAS,20664545463,2024-Q2,128,61032618.07,46620488.01,14412130.06,13431486.09,96461822.0,1,0,4026156.21,0.0,4026156.21,4158194.85,0,0,60,2,1,0,1,0,42,48,7.0,294.0,0
