CUIT,Nombre_Empresa,Tipo_Sociedad,Sector,Provincia,Año_Fundación,Empleados,Periodo_Fiscal,Ingresos,Gastos,Margen,Deuda,Activos,Prestamos_Solicitados,Prestamos_Aprobados,Prestamos_Cancelados,Prestamos_Vigentes,Ticket_Promedio_Solicitado,Ticket_Promedio_Aprobado,Monto_Solicitado,Monto_Aprobado,Tiempo_Cancelacion_Prestamo,Trimestre_Dias_Actividad,Trimestre_Dias_Inactividad,Promedio_Login_Dia,Total_Login_Dia,Transferencias,Pagos,Creditos,Inversiones,Servicios_Utilizados,Churn,Churn_Date,Telefono,Direccion
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2024-Q2,83057382.12,71466576.26,11590805.86,34443907.92,129371743.55,4,1,1,0,3775911.49,2402338.68,15103645.97,2402338.68,60,86,4,6.0,516,0,0,1,0,1,0,,+543819857758,Boulevard Corrientes 1326
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2024-Q3,74483171.77,73198070.65,1285101.12,39386319.33,114209245.03,5,4,3,1,5717194.66,4899773.6,28585973.29,19599094.38,60,10,80,3.0,30,1,0,0,0,1,0,,+543819857758,Boulevard Corrientes 1326
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2024-Q4,82088536.21,67008787.54,15079748.67,30236316.43,130353379.15,1,0,0,0,4190384.99,3321748.0,4190384.99,0.0,90,49,41,9.0,441,1,0,0,1,2,0,,+543819857758,Boulevard Corrientes 1326
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2025-Q1,85424748.35,70161481.76,15263266.59,35830791.21,121852213.88,3,2,2,0,10916487.21,9237874.89,32749461.63,18475749.79,60,6,84,5.0,30,1,1,0,0,2,0,,+543819857758,Boulevard Corrientes 1326
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2025-Q2,83578266.49,64693820.64,18884445.85,29542273.56,114111047.64,1,0,0,0,3895998.56,2415414.82,3895998.56,0.0,60,3,87,5.0,15,1,1,0,1,3,0,,+543819857758,Boulevard Corrientes 1326
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2025-Q3,86650444.29,66130304.54,20520139.75,36545278.86,123195723.15,3,2,2,0,4932960.95,4107214.05,14798882.85,8214428.09,90,23,67,3.0,69,1,1,1,1,4,0,,+543819857758,Boulevard Corrientes 1326
30251160801,DCM TEC S.A.,S.A.S.,Tecnología,Formosa,2005,146,2025-Q4,79107556.51,68547305.07,10560251.44,38554071.36,130151507.5,2,1,1,0,5144871.27,4043126.05,10289742.54,4043126.05,60,5,85,2.0,10,1,0,0,1,2,0,,+543819857758,Boulevard Corrientes 1326
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2022-Q1,79371714.85,49666425.06,29705289.79,23584107.63,108293605.21,3,2,2,0,4967404.81,4052610.22,14902214.42,8105220.44,30,68,22,1.0,68,0,1,0,1,2,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2022-Q2,74883113.52,49500582.78,25382530.74,17793418.02,110306451.31,3,2,0,2,6217404.31,5662371.67,18652212.92,11324743.34,90,81,9,5.0,405,0,0,0,0,0,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2022-Q3,76713517.92,48087716.44,28625801.48,20117856.24,112970593.78,3,1,0,1,3075085.23,2690197.41,9225255.69,2690197.41,30,30,60,5.0,150,1,0,0,0,1,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2022-Q4,74949110.93,46600020.55,28349090.38,17983511.66,123129491.57,0,0,0,0,2671287.21,2920649.47,0.0,0.0,0,66,24,1.0,66,0,1,0,0,1,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2023-Q1,80019798.85,49189367.4,30830431.45,24557604.76,104577403.61,2,1,1,0,5664251.86,6139784.87,11328503.72,6139784.87,60,6,84,5.0,30,1,0,1,1,3,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2023-Q2,81862562.78,52105728.44,29756834.34,20578145.11,104567969.84,4,2,0,2,6486797.83,6191201.2,25947191.33,12382402.39,90,71,19,10.0,710,1,0,1,0,2,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2023-Q3,74163282.9,51262493.79,22900789.11,22486230.7,114298351.88,2,1,0,1,3485235.05,2452973.2,6970470.1,2452973.2,90,51,39,8.0,408,1,1,1,1,4,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2023-Q4,74584442.96,47786140.43,26798302.53,16849481.21,123249658.49,2,1,0,1,4337428.33,3217506.83,8674856.66,3217506.83,90,67,23,5.0,335,0,0,1,1,2,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2024-Q1,87423308.5,46869125.7,40554182.8,23262764.44,110686072.93,2,1,1,0,4364883.2,2961628.9,8729766.41,2961628.9,60,2,88,4.0,8,0,1,1,0,2,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2024-Q2,74826373.7,51286552.5,23539821.2,18910135.74,113282890.5,4,2,2,0,3186998.75,2204316.62,12747994.98,4408633.25,30,23,67,5.0,115,0,1,0,0,1,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2024-Q3,81412658.59,53576330.36,27836328.23,22234101.14,117035651.12,1,0,0,0,1529929.0,1130783.65,1529929.0,0.0,90,67,23,1.0,67,1,1,0,0,2,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2024-Q4,74174933.55,50850539.91,23324393.64,18099053.5,114798414.6,3,2,2,0,7797110.56,6818395.93,23391331.68,13636791.86,90,51,39,1.0,51,0,1,1,0,2,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2025-Q1,74782758.87,53673956.4,21108802.47,21733024.8,106586768.62,1,0,0,0,8843253.96,8730139.16,8843253.96,0.0,60,54,36,6.0,324,0,0,0,1,1,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2025-Q2,87651123.06,52997665.22,34653457.84,22605114.0,110256237.06,4,3,3,0,3660648.0,2793372.11,14642591.99,8380116.33,90,40,50,3.0,120,0,0,0,1,1,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2025-Q3,82469908.84,48486398.43,33983510.41,17939464.45,107082741.4,5,3,3,0,5945133.29,5915128.15,29725666.46,17745384.45,60,6,84,4.0,24,0,0,0,0,0,0,,+543438700267,Boulevard Entre Ríos 6113
33174402413,LTI TEC S.A.,S.R.L.,Tecnología,Córdoba,1996,295,2025-Q4,83235212.52,45372552.61,37862659.91,18299887.01,115363015.45,5,3,0,3,6238247.86,5138395.08,31191239.29,15415185.25,90,36,54,8.0,288,0,1,0,0,1,0,,+543438700267,Boulevard Entre Ríos 6113
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2022-Q1,90823461.63,73921993.42,16901468.21,19444908.9,110268370.53,5,2,0,2,7281458.22,5258945.25,36407291.1,10517890.5,60,15,75,9.0,135,0,0,0,0,0,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2022-Q2,85122070.61,75572809.56,9549261.05,22127085.97,107249156.58,3,2,2,0,9932254.94,10275373.98,29796764.83,20550747.96,30,82,8,7.0,574,0,0,1,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2022-Q3,85849476.77,66649616.51,19199860.26,24032622.79,123458062.54,3,2,1,1,4866573.95,4023717.84,14599721.85,8047435.68,30,68,22,6.0,408,1,1,0,1,3,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2022-Q4,97272738.45,78937919.98,18334818.47,22281094.7,119553833.15,1,0,0,0,6026473.35,6488112.58,6026473.35,0.0,30,20,70,2.0,40,0,1,1,1,3,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2023-Q1,94104831.18,69792454.22,24312376.96,23916159.61,118020990.79,0,0,0,0,5808232.79,5550239.22,0.0,0.0,0,85,5,6.0,510,1,0,0,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2023-Q2,94055912.62,68913256.33,25142656.29,20539960.93,114595873.55,3,1,1,0,8847118.94,6150603.37,26541356.83,6150603.37,30,62,28,2.0,124,0,1,0,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2023-Q3,98976014.03,71169406.03,27806608.0,26217725.52,125193739.56,4,3,0,3,6398476.08,6536229.64,25593904.33,19608688.93,60,6,84,1.0,6,1,0,0,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2023-Q4,99922670.07,65923827.96,33998842.11,25548097.08,125470767.14,1,0,0,0,7541397.56,7761736.41,7541397.56,0.0,30,17,73,4.0,68,0,0,1,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2024-Q1,85198354.13,69796426.53,15401927.6,18709010.68,106532153.98,2,1,0,1,3676533.28,3978683.67,7353066.56,3978683.67,30,85,5,2.0,170,0,1,0,1,2,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2024-Q2,83563020.43,67728004.48,15835015.95,18766896.25,119325163.1,1,0,0,0,10026492.91,10951863.21,10026492.91,0.0,90,44,46,7.0,308,0,0,0,1,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2024-Q3,81893513.42,72331371.06,9562142.36,26542246.78,111217541.97,4,1,0,1,6470239.89,4142716.5,25880959.55,4142716.5,90,66,24,2.0,132,1,0,0,1,2,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2024-Q4,82302441.69,72998706.79,9303734.9,24399603.17,120347799.52,1,0,0,0,7375304.97,4772188.52,7375304.97,0.0,60,14,76,6.0,84,1,1,1,0,3,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2025-Q1,93620739.54,78412938.15,15207801.39,21840118.85,115460858.39,5,2,0,2,3750141.29,2909551.6,18750706.45,5819103.21,30,16,74,8.0,128,1,1,1,1,4,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2025-Q2,95411724.36,70129430.06,25282294.3,18191723.98,113603448.34,0,0,0,0,7671229.86,7517522.95,0.0,0.0,0,30,60,3.0,90,1,0,0,1,2,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2025-Q3,85356508.8,74366142.89,10990365.91,22443868.63,115472816.36,4,1,0,1,3086029.16,2105062.87,12344116.63,2105062.87,60,2,88,2.0,4,0,1,0,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33919241166,GastroPlus S.A.,S.A.S.,Restaurantes,Chaco,1990,107,2025-Q4,87669903.24,77979747.34,9690155.9,23161908.84,126689877.81,4,1,0,1,8128418.98,6281386.11,32513675.91,6281386.11,30,73,17,7.0,511,1,0,0,0,1,0,,+542619836924,Boulevard Entre Ríos 1492
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2022-Q1,68483551.78,51667742.67,16815809.11,4174937.51,82160781.3,1,0,0,0,3275898.34,2339121.48,3275898.34,0.0,30,45,45,2.0,90,1,1,0,1,3,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2022-Q2,73815398.9,57943279.61,15872119.29,5304033.8,82379144.78,3,2,2,0,8326991.63,7216831.22,24980974.89,14433662.45,30,30,60,10.0,300,0,1,1,0,2,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2022-Q3,62114415.93,53348142.35,8766273.58,5298151.85,81091264.67,0,0,0,0,3949641.61,3225620.79,0.0,0.0,0,42,48,4.0,168,1,1,1,1,4,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2022-Q4,67424462.52,62168779.95,5255682.57,5534200.27,79012038.33,5,2,1,1,4816042.38,3658203.12,24080211.92,7316406.24,60,24,66,9.0,216,1,0,1,0,2,1,2022-12-31,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2023-Q1,61185202.9,57998511.93,3186690.97,4159371.93,85912516.53,0,0,0,0,7091587.52,6441426.99,0.0,0.0,0,40,50,3.0,120,0,0,0,1,1,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2023-Q2,61997166.66,54718555.72,7278610.94,4040710.86,78016771.23,4,3,2,1,3300265.18,3377613.83,13201060.7,10132841.48,90,37,53,1.0,37,1,1,1,1,4,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2023-Q3,64558051.22,51476974.25,13081076.97,4502932.67,76951866.52,1,0,0,0,5325140.49,5546471.65,5325140.49,0.0,90,27,63,10.0,270,1,0,0,1,2,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2023-Q4,62239887.86,56899600.85,5340287.01,5364725.17,83732629.9,4,2,2,0,5645045.03,3479796.75,22580180.1,6959593.51,90,48,42,2.0,96,1,0,0,0,1,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2024-Q1,65657864.97,57554739.83,8103125.14,4980668.5,81873421.77,1,0,0,0,4518968.36,4033513.26,4518968.36,0.0,90,78,12,6.0,468,0,0,1,0,1,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2024-Q2,69593474.04,52714929.23,16878544.81,4901223.72,85269250.0,3,2,0,2,6884444.12,5876728.91,20653332.37,11753457.82,90,39,51,7.0,273,0,1,1,1,3,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2024-Q3,64717223.65,61031229.11,3685994.54,5867693.31,79958429.26,2,1,1,0,5112196.73,5481628.77,10224393.45,5481628.77,90,48,42,5.0,240,0,0,1,0,1,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2024-Q4,74010472.21,51501338.7,22509133.51,5502378.26,85810402.99,5,2,0,2,5373692.12,4965193.12,26868460.61,9930386.24,90,7,83,6.0,42,1,0,1,0,2,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2025-Q1,71825600.14,57046355.36,14779244.78,4521076.72,79154281.82,5,2,2,0,6112411.31,5229696.48,30562056.53,10459392.96,60,49,41,1.0,49,0,0,1,0,1,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2025-Q2,71477849.05,51830694.6,19647154.45,5722916.16,84764241.57,2,1,0,1,6513268.76,4410104.59,13026537.52,4410104.59,60,48,42,7.0,336,0,1,1,1,3,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2025-Q3,68445852.0,57520610.46,10925241.54,5992616.76,75073629.13,5,2,0,2,3960830.98,3014863.29,19804154.92,6029726.58,60,40,50,1.0,40,1,1,0,0,2,0,,+543432985835,Avenida Moreno 5731
33533178469,ConstrucSur SAS,S.A.S.,Construcción,Córdoba,2021,247,2025-Q4,61387062.86,55322905.2,6064157.66,5780511.45,76477242.82,0,0,0,0,5489671.65,5549071.91,0.0,0.0,0,62,28,1.0,62,1,1,1,1,4,1,2025-12-31,+543432985835,Avenida Moreno 5731
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2022-Q1,40302074.35,37489109.6,2812964.75,17866672.27,71423431.01,4,3,3,0,2901485.65,2177936.64,11605942.59,6533809.93,60,28,62,8.0,224,1,1,0,1,3,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2022-Q2,39963099.13,35810203.94,4152895.19,21656150.9,79456228.04,2,1,0,1,7649875.78,6281116.24,15299751.56,6281116.24,90,31,59,8.0,248,0,1,1,1,3,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2022-Q3,42732529.71,36687070.29,6045459.42,24450033.55,70236759.98,3,2,1,1,5919315.23,6084945.09,17757945.68,12169890.18,60,55,35,4.0,220,0,1,1,0,2,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2022-Q4,39820976.64,37947268.35,1873708.29,21493148.16,75634521.01,4,1,1,0,8128624.37,7182084.13,32514497.49,7182084.13,60,67,23,5.0,335,0,1,1,1,3,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2023-Q1,44436579.11,36905881.93,7530697.18,26602933.02,81612362.09,2,1,1,0,3441492.06,2361157.22,6882984.11,2361157.22,30,49,41,9.0,441,1,1,1,1,4,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2023-Q2,39730606.0,35479172.65,4251433.35,21656060.74,68744227.76,5,2,1,1,7957185.73,4968158.14,39785928.64,9936316.27,90,89,1,1.0,89,0,0,0,0,0,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2023-Q3,43103663.46,33511236.04,9592427.42,23079290.2,69428272.5,1,0,0,0,7544422.95,7868413.28,7544422.95,0.0,30,41,49,3.0,123,0,0,1,0,1,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2023-Q4,44750574.63,32704327.97,12046246.66,25392297.71,80007650.06,3,1,1,0,5393596.77,4024884.49,16180790.3,4024884.49,30,72,18,10.0,720,0,1,1,1,3,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2024-Q1,42417839.3,35464774.96,6953064.34,25860096.12,69875788.76,3,2,0,2,7748684.86,6520161.22,23246054.57,13040322.44,90,51,39,9.0,459,0,0,0,1,1,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2024-Q2,39129157.92,35052287.3,4076870.62,20676632.75,72897452.22,0,0,0,0,8006952.58,5099276.07,0.0,0.0,0,74,16,1.0,74,1,1,1,1,4,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2024-Q3,44078950.98,37568167.69,6510783.29,21283195.51,74347287.5,2,1,0,1,7091757.68,5418355.13,14183515.35,5418355.13,30,21,69,9.0,189,0,0,0,0,0,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2024-Q4,43707107.68,38150286.33,5556821.35,26276542.0,73662659.39,4,1,0,1,6025157.0,4278007.04,24100628.02,4278007.04,60,85,5,8.0,680,0,1,0,0,1,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2025-Q1,38467595.94,36542869.24,1924726.7,20722862.61,76298534.81,1,0,0,0,9122373.07,8641317.45,9122373.07,0.0,60,33,57,4.0,132,0,1,0,0,1,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2025-Q2,38888697.34,35089018.39,3799678.95,25245818.34,77095364.99,5,3,3,0,6809090.39,6273656.65,34045451.93,18820969.94,90,13,77,2.0,26,0,0,1,1,2,0,,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2025-Q3,40013412.75,36067824.94,3945587.81,18357217.74,79387796.17,0,0,0,0,5494555.37,4056553.35,0.0,0.0,0,20,70,8.0,160,0,0,1,1,2,1,2025-09-30,+543812089493,Avenida Borges 8965
33267135652,UTL IND SAS,S.A.,Industria,Formosa,2007,392,2025-Q4,42782577.21,34374099.86,8408477.35,21273290.39,70809887.6,1,0,0,0,7434696.92,5242177.17,7434696.92,0.0,90,28,62,6.0,168,0,1,0,1,2,0,,+543812089493,Avenida Borges 8965
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2022-Q1,49549371.87,30103361.42,19446010.45,22645959.42,77414153.93,2,1,0,1,6618004.71,5161820.9,13236009.42,5161820.9,90,55,35,8.0,440,0,0,0,1,1,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2022-Q2,46130133.78,32205574.27,13924559.51,21320334.52,74819786.48,4,3,0,3,4857728.17,4097604.21,19430912.69,12292812.63,30,9,81,2.0,18,1,0,1,0,2,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2022-Q3,48934098.16,30998349.57,17935748.59,19081283.66,83807009.13,3,2,0,2,5922179.93,4807582.28,17766539.79,9615164.57,30,27,63,6.0,162,0,0,0,0,0,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2022-Q4,45384218.97,32221702.12,13162516.85,25121256.04,74942947.03,2,0,0,0,5468919.05,5113694.09,10937838.1,0.0,90,40,50,9.0,360,1,1,1,0,3,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2023-Q1,50266002.88,33987867.0,16278135.88,26506890.52,85943028.21,4,3,3,0,4694407.41,4314834.12,18777629.65,12944502.35,90,51,39,6.0,306,1,1,0,0,2,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2023-Q2,50696434.61,34684537.2,16011897.41,21046675.19,85603771.75,0,0,0,0,5452016.47,4834646.1,0.0,0.0,0,69,21,7.0,483,1,1,0,1,3,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2023-Q3,49982595.86,33629811.29,16352784.57,22846279.02,77413705.76,5,2,0,2,5534298.57,3570001.63,27671492.84,7140003.25,90,11,79,8.0,88,0,0,1,1,2,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2023-Q4,44965281.98,29115161.01,15850120.97,23504332.58,81349858.59,0,0,0,0,2531228.48,1849891.27,0.0,0.0,0,68,22,3.0,204,0,0,1,0,1,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2024-Q1,46176869.85,29137588.9,17039280.95,21044519.74,74903256.05,0,0,0,0,6159345.48,4733415.79,0.0,0.0,0,21,69,7.0,147,0,1,1,1,3,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2024-Q2,49561166.85,33769650.44,15791516.41,26133097.58,82016432.78,2,0,0,0,5828785.4,6300430.34,11657570.81,0.0,90,60,30,1.0,60,0,1,0,1,2,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2024-Q3,48070007.05,34468450.47,13601556.58,27703473.6,76044745.02,5,3,1,2,4437617.95,3383174.75,22188089.74,10149524.26,30,3,87,9.0,27,0,0,1,0,1,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2024-Q4,50495593.88,31213441.27,19282152.61,21276615.34,74199418.75,3,1,0,1,7538295.0,4598904.49,22614885.01,4598904.49,30,5,85,2.0,10,0,1,1,1,3,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2025-Q1,50685085.99,32181699.2,18503386.79,20004464.44,83212151.54,1,0,0,0,6564175.78,5342627.99,6564175.78,0.0,30,8,82,3.0,24,0,1,1,1,3,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2025-Q2,49054794.34,31994928.93,17059865.41,19008037.52,85822553.65,2,1,1,0,2825014.35,3016559.91,5650028.71,3016559.91,60,57,33,7.0,399,0,0,1,1,2,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2025-Q3,45826637.29,31369479.77,14457157.52,25133295.02,74599719.15,2,1,0,1,7515553.52,6924550.36,15031107.04,6924550.36,30,47,43,7.0,329,0,1,0,1,2,0,,+542614642809,Boulevard Lavalle 9094
30930675543,Flores Restaurantes S.A.S.,S.A.,Restaurantes,Mendoza,2009,440,2025-Q4,50055137.87,33056090.45,16999047.42,20928260.1,78598642.47,3,1,0,1,7180641.15,5712058.62,21541923.44,5712058.62,60,55,35,3.0,165,0,0,1,0,1,0,,+542614642809,Boulevard Lavalle 9094
27780531709,Gonzalez Agropecuaria,S.R.L.,Agricultura,Buenos Aires,1980,237,2022-Q1,66001007.02,55616273.52,10384733.5,27905572.3,107143841.48,4,2,1,1,4109486.9,2694839.89,16437947.59,5389679.78,90,11,79,6.0,66,1,1,0,0,2,0,,+542992948251,Calle Lavalle 4182
27780531709,Gonzalez Agropecuaria,S.R.L.,Agricultura,Buenos Aires,1980,237,2022-Q2,61839872.57,54021310.61,7818561.96,33593153.46,113306289.36,0,0,0,0,3045714.07,3311364.36,0.0,0.0,0,21,69,1.0,21,1,1,0,1,3,0,,+542992948251,Calle Lavalle 4182
